occupation,age,gender,education,years_of_experience,current_salary,salary_10_years,salary_growth,growth_percentage
Project Manager,26,Other,High School,0,75913,119879,43966,57.916298921133404
Consultant,46,Female,Bachelor,15,137751,246691,108940,79.0847253377471
Consultant,56,Female,Bachelor,26,128677,224001,95324,74.08006092774933
Data Engineer,27,Female,Master,4,179626,461685,282059,157.0257089730885
Designer,23,Female,High School,1,81503,117661,36158,44.36401114069421
DevOps Engineer,45,Other,Bachelor,19,140424,276235,135811,96.71494901156498
DevOps Engineer,46,Male,PhD,13,198990,490895,291905,146.69330117091312
Data Scientist,26,Female,Master,3,146624,354831,208207,142.00062745525972
Designer,33,Male,PhD,8,137946,233407,95461,69.20171661374741
Consultant,55,Male,Master,12,125946,244074,118128,93.79257777142584
DevOps Engineer,53,Female,Bachelor,20,143611,273398,129787,90.37399642088698
Software Engineer,47,Other,Master,14,201766,504607,302841,150.09515973950022
Business Analyst,62,Female,PhD,14,113111,198235,85124,75.25704838609862
Project Manager,39,Male,PhD,13,126183,242482,116299,92.16693215409366
Business Analyst,24,Other,Bachelor,1,86242,139811,53569,62.11474687507247
Software Engineer,43,Male,High School,13,118986,229725,110739,93.06893247945136
Product Manager,22,Female,High School,0,102794,185438,82644,80.39768858104559
DevOps Engineer,51,Male,Master,1,119510,257535,138025,115.49242741193207
Business Analyst,61,Other,Bachelor,24,92608,140750,48142,51.98470974429855
Business Analyst,36,Female,PhD,3,99063,178665,79602,80.3549256533721
Designer,56,Female,Bachelor,32,117450,170540,53090,45.20221370796084
Data Scientist,25,Female,Master,3,152797,369770,216973,142.00082462352012
Consultant,24,Female,Master,1,122479,262470,139991,114.29796128315874
Designer,32,Other,PhD,8,124083,209951,85868,69.20206635880821
Project Manager,53,Other,High School,20,96710,143671,46961,48.558577189535725
Product Manager,40,Male,High School,6,100760,172520,71760,71.21873759428344
DevOps Engineer,52,Male,PhD,9,174675,412666,237991,136.24788893659655
Business Analyst,32,Female,Bachelor,5,83015,128919,45904,55.2960308378004
Data Scientist,55,Female,PhD,22,192942,455821,262879,136.24768065014356
Product Manager,60,Female,High School,8,91137,152007,60870,66.78955857664835
Software Engineer,39,Male,Master,0,145360,363538,218178,150.09493670886076
DevOps Engineer,29,Female,High School,7,117823,222106,104283,88.5081860078253
Software Engineer,39,Male,Master,5,173648,434285,260637,150.09501981019073
Product Manager,61,Male,Bachelor,2,105383,191863,86480,82.0625717620489
Data Engineer,60,Other,PhD,35,220911,553433,332522,150.52306132333834
Designer,34,Female,PhD,3,129214,218632,89418,69.20147971582027
Consultant,39,Male,Bachelor,14,124274,222555,98281,79.08412057228382
Project Manager,38,Male,High School,16,84034,127413,43379,51.62077254444629
Data Scientist,52,Male,PhD,14,192023,453650,261627,136.24774115600735
Data Engineer,33,Other,Bachelor,9,126734,261202,134468,106.1025454889769
Data Engineer,27,Male,Bachelor,0,120791,266878,146087,120.94195759617851
DevOps Engineer,56,Other,High School,1,84514,146462,61948,73.29909837423385
Project Manager,24,Male,PhD,0,111786,228792,117006,104.66963662712683
Data Scientist,36,Female,PhD,0,157909,389551,231642,146.693348700834
Software Engineer,56,Female,Master,6,170248,407498,237250,139.35552840562005
Software Engineer,50,Female,High School,25,136137,262838,126701,93.06874692405445
Project Manager,34,Female,High School,3,71034,107702,36668,51.62035081791818
DevOps Engineer,56,Other,Bachelor,6,106351,202465,96114,90.37432652255268
Data Scientist,38,Male,Master,6,138104,309384,171280,124.02247581532757
Data Scientist,33,Other,PhD,6,177887,438835,260948,146.69312541107558
Project Manager,23,Female,Bachelor,0,92521,158039,65518,70.81419353444083
Designer,44,Female,PhD,12,154092,260727,106635,69.2021649404252
Project Manager,22,Male,Master,0,102238,193724,91486,89.48336235059371
DevOps Engineer,44,Female,Bachelor,15,153502,301961,148459,96.71470078565751
Data Engineer,38,Male,PhD,5,161944,424838,262894,162.33636318727463
Data Scientist,27,Female,Master,5,176431,426964,250533,142.00055545794106
DevOps Engineer,61,Female,High School,6,95498,165497,69999,73.29891725481163
Software Engineer,47,Male,High School,25,136297,263147,126850,93.06881295993308
Data Scientist,32,Other,Bachelor,2,119567,235206,115639,96.71481261552101
Consultant,26,Male,Bachelor,2,106923,202601,95678,89.48308595905465
Product Manager,59,Female,PhD,21,195792,436046,240254,122.70879300482144
Project Manager,26,Male,Bachelor,4,86811,148285,61474,70.8136065705959
Software Engineer,35,Female,Master,13,197562,494093,296531,150.09516000040492
Consultant,65,Other,Bachelor,5,90956,158336,67380,74.07977483618453
DevOps Engineer,38,Female,Master,2,146819,328908,182089,124.02277634366123
Software Engineer,59,Male,Master,0,136823,327493,190670,139.3552253641566
Business Analyst,51,Female,Master,10,97290,160448,63158,64.91725768321514
DevOps Engineer,46,Other,Bachelor,8,119681,235430,115749,96.71459964405378
Designer,62,Female,Bachelor,18,121887,176982,55095,45.20170321691403
Software Engineer,29,Male,PhD,1,192085,590225,398140,207.2728219277924
Consultant,54,Other,PhD,3,130964,274857,143893,109.87217861397025
Data Scientist,55,Female,Master,1,136375,293878,157503,115.49257561869844
Data Scientist,38,Male,PhD,3,172367,425218,252851,146.69339258674805
Software Engineer,40,Male,High School,13,119479,230676,111197,93.06823793302588
Software Engineer,60,Male,Bachelor,15,150593,313276,162683,108.02826160578513
Business Analyst,53,Other,PhD,10,110657,193934,83277,75.25687484750175
Designer,49,Other,Bachelor,22,116179,171973,55794,48.02416960035807
Project Manager,29,Male,Master,5,112105,212420,100315,89.48307390392935
Project Manager,25,Male,Bachelor,2,86914,148461,61547,70.81367788848748
Data Engineer,50,Other,Master,9,177781,420872,243091,136.73620915620904
Data Scientist,45,Male,PhD,2,148789,367052,218263,146.69296789413195
Data Scientist,50,Male,PhD,5,172221,424857,252636,146.6929120142143
Consultant,41,Male,Bachelor,13,126933,227317,100384,79.08424129265045
Project Manager,45,Male,PhD,14,132475,254573,122098,92.16682392904322
Designer,61,Female,Bachelor,2,86503,125604,39101,45.20190051212097
Consultant,37,Male,High School,9,87525,143932,56407,64.44672950585547
Consultant,43,Female,High School,16,116013,190780,74767,64.4470878263643
Designer,23,Female,Bachelor,0,103608,159366,55758,53.81630762103312
DevOps Engineer,42,Male,High School,15,112198,199983,87785,78.2411451184513
Software Engineer,23,Female,Bachelor,0,134091,311665,177574,132.42797801493015
Data Scientist,63,Male,PhD,40,218966,517303,298337,136.24809331129032
DevOps Engineer,59,Other,Bachelor,2,103148,196367,93219,90.37402567185015
Data Engineer,29,Female,Bachelor,6,149701,330752,181051,120.94174387612642
Data Engineer,38,Female,PhD,0,155715,408497,252782,162.33631955816716
Project Manager,62,Male,PhD,5,109622,204091,94469,86.1770447537903
Consultant,30,Male,Bachelor,7,118787,212729,93942,79.08441159386128
Project Manager,40,Male,Master,1,91997,164752,72755,79.0841005684968
DevOps Engineer,51,Female,Bachelor,1,103520,197075,93555,90.37384080370943
Product Manager,52,Male,PhD,14,180111,401123,221012,122.70877403379028
DevOps Engineer,39,Other,High School,10,107652,191880,84228,78.24099877382677
Product Manager,23,Female,High School,1,98428,177562,79134,80.39785426911041
Project Manager,61,Female,High School,28,95590,142007,46417,48.55842661366251
Data Scientist,39,Male,Master,16,172773,387051,214278,124.02285079265857
Consultant,23,Other,High School,1,93037,160585,67548,72.60337285166116
Product Manager,39,Female,High School,9,98386,168456,70070,71.21948244668957
Software Engineer,63,Male,Master,26,201716,482818,281102,139.35533125780802
Data Scientist,44,Other,Bachelor,6,116575,229320,112745,96.71456144113232
Software Engineer,33,Male,PhD,2,170198,474626,304428,178.86696670936203
Software Engineer,62,Other,Bachelor,9,132116,274838,142722,108.02779375700142
DevOps Engineer,22,Other,PhD,0,155723,418645,262922,168.83954200728215
Consultant,38,Other,Bachelor,6,114817,205619,90802,79.08410775407823
Data Engineer,47,Male,High School,13,130251,241644,111393,85.52180021650506
Software Engineer,27,Male,High School,4,120192,247259,127067,105.72001464323748
Product Manager,26,Other,Master,1,140717,320512,179795,127.77063183552804
Product Manager,33,Male,Master,4,145234,307790,162556,111.92695925196578
DevOps Engineer,31,Other,Master,1,126695,283826,157131,124.02304747622242
Consultant,61,Female,Bachelor,24,141249,245886,104637,74.07981649427606
Project Manager,43,Male,High School,13,93561,141858,48297,51.62086766922115
Project Manager,51,Female,Bachelor,29,110573,175869,65296,59.05239072829714
Data Engineer,26,Female,Bachelor,2,130890,289191,158301,120.94201237680495
Project Manager,42,Other,PhD,17,146926,282343,135417,92.16680505832868
Product Manager,49,Other,PhD,27,219413,508807,289394,131.8946461695524
Data Scientist,32,Female,Master,7,168548,377586,209038,124.02283029166765
Project Manager,56,Other,PhD,4,101161,188338,87177,86.17649094018446
Product Manager,39,Male,Master,1,127122,269406,142284,111.92712512389673
DevOps Engineer,49,Female,High School,13,119340,212713,93373,78.24115971174794
Consultant,45,Female,Master,0,105274,210993,105719,100.4227064612345
Consultant,27,Female,PhD,1,157482,369750,212268,134.78873776050597
Project Manager,27,Other,Master,5,118010,223609,105599,89.4830946529955
Software Engineer,40,Female,PhD,18,244706,682405,437699,178.86729381380104
Product Manager,62,Other,Bachelor,6,116462,212034,95572,82.06281877350551
Consultant,39,Female,High School,7,91469,150418,58949,64.44697110496452
Data Engineer,62,Other,Bachelor,39,148051,294658,146607,99.02466042107112
Data Scientist,23,Male,Bachelor,1,134037,281437,147400,109.9696352499683
Designer,39,Female,Master,3,120113,191956,71843,59.81284290626326
DevOps Engineer,51,Other,High School,24,127383,220754,93371,73.2994198597929
Data Scientist,62,Other,PhD,25,220080,519934,299854,136.24772809887313
DevOps Engineer,31,Other,Master,5,158048,354064,196016,124.02308159546467
Consultant,57,Other,Master,18,134316,260295,125979,93.79299562226392
Data Engineer,34,Female,PhD,8,180173,472660,292487,162.33675411965166
Product Manager,26,Female,Master,0,137833,313943,176110,127.77056292760078
Product Manager,27,Other,Bachelor,1,107296,214045,106749,99.49019534745005
Data Engineer,51,Male,High School,25,137054,246748,109694,80.03706568213988
Product Manager,22,Other,PhD,0,167131,419993,252862,151.29569020708306
Data Engineer,38,Male,Bachelor,0,108478,223576,115098,106.10261988605984
Consultant,58,Other,Master,31,160672,311371,150699,93.79294463254332
Data Engineer,41,Female,PhD,13,203560,534012,330452,162.3364118687365
Business Analyst,39,Male,Master,6,99910,169049,69139,69.20128115303773
DevOps Engineer,65,Other,Bachelor,15,123074,234301,111227,90.37408388449225
Data Engineer,33,Other,Master,10,152340,360644,208304,136.73624786661415
Data Scientist,45,Female,PhD,14,190906,470952,280046,146.69313693650278
DevOps Engineer,39,Female,Bachelor,1,103489,203578,100089,96.71462667529882
Data Scientist,32,Male,High School,10,106301,189472,83171,78.24103253967507
Data Engineer,52,Female,Bachelor,22,146318,291209,144891,99.02472696455665
DevOps Engineer,32,Female,Bachelor,2,110700,217763,107063,96.7145438121048
Data Engineer,22,Female,High School,0,103059,202969,99910,96.94446870239378
Consultant,40,Male,Bachelor,0,88311,158151,69840,79.0841458029011
Product Manager,23,Female,Master,0,139195,317045,177850,127.77039405151046
Project Manager,42,Other,High School,11,82782,125515,42733,51.62112536541761
Software Engineer,42,Male,PhD,19,202703,565272,362569,178.86711099490387
Consultant,63,Other,High School,35,115461,185315,69854,60.50008227886472
Business Analyst,47,Female,Master,23,117957,199585,81628,69.20148867807761
Project Manager,24,Male,Bachelor,1,83361,142392,59031,70.81368985496816
Project Manager,37,Male,PhD,9,121442,233371,111929,92.1666309843382
Product Manager,36,Male,Master,5,142622,302255,159633,111.92733238911248
DevOps Engineer,23,Female,Bachelor,1,129483,271875,142392,109.96964852528903
Data Scientist,45,Female,High School,15,117575,209567,91992,78.24112268764618
Software Engineer,45,Male,High School,3,109351,211122,101771,93.06819324926155
Business Analyst,64,Other,Master,6,90965,150017,59052,64.91727587533667
DevOps Engineer,63,Female,Bachelor,9,135243,257468,122225,90.37436318330708
Data Scientist,30,Other,Bachelor,4,127390,250595,123205,96.71481277965303
Business Analyst,24,Male,Master,1,96669,172142,75473,78.07363270541745
Designer,49,Female,Bachelor,12,97960,145004,47044,48.02368313597387
Data Engineer,32,Female,Bachelor,0,125499,258657,133158,106.10283747280856
Data Engineer,34,Female,Master,4,145482,344408,198926,136.73581611470834
Project Manager,29,Male,PhD,1,129976,266021,136045,104.66932356742784
Software Engineer,35,Male,PhD,9,190112,530160,340048,178.86719407507155
Designer,26,Male,Bachelor,4,93490,143803,50313,53.816450957321635
DevOps Engineer,49,Male,Master,0,130157,291581,161424,124.02252664090292
Designer,23,Other,Master,0,120958,202345,81387,67.285338712611
Designer,61,Other,High School,29,97455,133925,36470,37.42240008208917
DevOps Engineer,30,Male,Bachelor,0,104017,204617,100600,96.71496005460646
Project Manager,39,Other,Master,17,118405,212045,93640,79.08449812085638
Software Engineer,57,Male,PhD,35,227486,604135,376649,165.57018893470368
Product Manager,35,Female,PhD,8,162358,376499,214141,131.89433227805222
Data Engineer,38,Other,Bachelor,13,134349,276897,142548,106.10276220887391
Designer,36,Other,PhD,13,134428,227455,93027,69.20210075281935
Data Scientist,52,Male,Master,4,140309,302356,162047,115.49294770827245
Business Analyst,63,Other,PhD,37,156916,275006,118090,75.256825307808
Project Manager,39,Other,PhD,1,105244,202244,97000,92.16677435293224
Data Engineer,64,Male,Bachelor,30,172822,343959,171137,99.02500839013551
Software Engineer,60,Female,Master,14,161233,385920,224687,139.355466932948
Business Analyst,55,Male,High School,16,77955,111392,33437,42.89269450323905
Designer,61,Male,Master,39,131156,204853,73697,56.1903382231846
Business Analyst,25,Male,High School,1,75364,113803,38439,51.004458362082694
Software Engineer,34,Other,Master,0,132691,331853,199162,150.094580642244
DevOps Engineer,55,Male,Master,23,172299,371292,198993,115.49283512962931
Data Scientist,54,Other,Bachelor,22,155739,296487,140748,90.37428004546068
Software Engineer,31,Other,High School,8,121368,234323,112955,93.06818930854921
Data Scientist,49,Other,Master,12,178898,400772,221874,124.02262741897619
DevOps Engineer,23,Female,Bachelor,1,135824,285189,149365,109.96951937801862
Consultant,36,Female,PhD,11,169111,368492,199381,117.89948613632465
Product Manager,59,Other,PhD,7,166057,369824,203767,122.70906977724516
Data Scientist,51,Other,PhD,8,166561,393497,226936,136.24798122009355
Designer,39,Female,Bachelor,14,118576,175521,56945,48.0240520847389
DevOps Engineer,37,Male,High School,11,107496,191602,84106,78.24105082979833
Project Manager,56,Other,Bachelor,27,108378,172377,63999,59.05165254941039
Software Engineer,38,Male,Master,13,177653,444301,266648,150.0948478213146
Business Analyst,46,Other,PhD,18,130017,234493,104476,80.3556458001646
Data Engineer,36,Other,PhD,0,151466,397351,245885,162.3367620456076
Business Analyst,26,Other,Master,1,93406,166331,72925,78.0731430529088
Data Engineer,28,Other,High School,4,118064,232521,114457,96.9448773546551
Consultant,62,Other,High School,32,105517,169355,63838,60.50020375863605
Project Manager,57,Female,Master,26,141385,246123,104738,74.07999434169112
